"Lat","Lon","census_code","LocationName"
38.7459227,-90.2353255,291892106004020,29189210600
38.7508825,-90.2511732,291892105024019,29189210502
38.7548824386052,-90.5765178273015,291833112112014,29183311211
38.7554159,-90.1962671,291892102002010,29189210200
38.7561725,-90.2018958,291892102003000,29189210200
38.757327,-90.32955,291892115003004,29189211500
38.7595577166558,-90.3182481239928,291892126001005,29189212600
38.76988545,-90.2003908543627,291892101021002,29189210102
38.7705497,-90.198964,291892101021003,29189210102
38.7831049,-90.2043298,291892101023007,29189210102
38.7844297877506,-90.3949778737784,291892114013000,29189211401
38.792671,-90.257005,291892108064023,29189210806
38.7984664,-90.3108616,291892110013010,29189211001
38.7995088,-90.2324428,291892108072022,29189210807
38.811084,-90.231107,291892108072010,29189210807
38.8191358,-90.3073777,291892109252002,29189210925
38.8220877,-90.6966527,291833116031012,29183311603
38.825725,-90.305016,291892109124011,29189210912
39.759467,-86.085091,180973555002009,18097355500
